Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
117,tt0068260,2025-04-10,2025-04-10,,"Behind the Green Door","Behind the Green Door",https://www.imdb.com/title/tt0068260/,Movie,5.8,72,1972,"Adult, Drama",2422,1973-01-13,"Artie Mitchell, Jim Mitchell",,
118,tt0196766,2025-04-21,2025-04-21,,"Morning After...","Morning After...",https://www.imdb.com/title/tt0196766/,Movie,4.4,76,1972,"Adult, Crime, Drama, Mystery",25,1974-06-06,"Sidney Knight",,
119,tt0153045,2025-04-25,2025-04-25,,"The 3 Phases of Eve","The 3 Phases of Eve",https://www.imdb.com/title/tt0153045/,Movie,3.6,47,1972,"Adult",23,1972-04-04,,,
120,tt1092626,2025-04-29,2025-04-29,,"Waltz of the Bat","Waltz of the Bat",https://www.imdb.com/title/tt1092626/,Movie,5.1,71,1972,"Adult, Comedy, Fantasy",62,1972,"Rick Beaty",,
121,tt0276298,2025-05-02,2025-05-02,,"Goldenrod","Goldenrod",https://www.imdb.com/title/tt0276298/,Movie,4.9,,1972,"Adult",8,1975,"Charlene Webb",,
122,tt0069205,2025-05-04,2025-05-04,,"Saddle Tramp Women","Saddle Tramp Women",https://www.imdb.com/title/tt0069205/,Movie,5.2,65,1972,"Drama, Western",51,,"Stu Segall",,
123,tt0257159,2025-05-05,2025-05-05,,"Sexual Customs in Scandinavia","Sexual Customs in Scandinavia",https://www.imdb.com/title/tt0257159/,Movie,4.9,77,1972,"Adult",16,1972-02-11,"Sidney Knight",,
124,tt0276471,2025-05-05,2025-05-05,,"School for Sex","School for Sex",https://www.imdb.com/title/tt0276471/,Movie,4.0,69,1972,"Adult",15,,"Ann",,
125,tt0154015,2025-05-06,2025-05-06,,"Your Neighborhood Doc","Your Neighborhood Doc",https://www.imdb.com/title/tt0154015/,Movie,4.4,55,1972,"Adult, Comedy",18,1972-06,"Emile A. Harvard",,
126,tt0143624,2025-05-14,2025-05-14,,"Mary Jane","Mary Jane",https://www.imdb.com/title/tt0143624/,Movie,5.8,76,1972,"Adult",13,1973-01-29,"Emile A. Harvard, Ralph Remy Jr.",,
127,tt0325715,2025-05-16,2025-05-16,,"Les Chic","Les Chic",https://www.imdb.com/title/tt0325715/,Movie,5.8,62,1972,"Comedy, Adult",37,1972,"Nick Millard",,
128,tt0125926,2025-05-19,2025-05-19,,"Meatball","Meatball",https://www.imdb.com/title/tt0125926/,Movie,6.0,69,1972,"Adult, Comedy, Sci-Fi",79,1973-08-13,"Gerard Damiano",,
129,tt0128550,2025-05-26,2025-05-27,"Same film as the later Snow Bunnies however the HC edit is legit this version so st the end of the day its poon everything else ingotta say why a 10?","The Snow Bunnies","The Snow Bunnies",https://www.imdb.com/title/tt0128550/,Movie,5.5,86,1972,"Comedy",101,1972-12-01,"Stephen C. Apostolof",,
130,tt0326394,2025-05-27,2025-05-27,,"Wendy's Naughty Night","Wendy's Naughty Night",https://www.imdb.com/title/tt0326394/,Movie,5.1,90,1972,"Drama, Adult",45,1972,"Nick Millard",,
131,tt0130225,2025-05-28,2025-05-28,,"Rosebud","Rosebud",https://www.imdb.com/title/tt0130225/,Movie,5.6,58,1972,"Drama",35,1975-06-23,"Roberta Findlay",,
132,tt1612568,2025-06-08,2025-06-08,,"Pleasure Spots","Pleasure Spots",https://www.imdb.com/title/tt1612568/,Movie,4.8,60,1972,"Adult",31,1972,"Nick Millard",,
133,tt0127802,2025-06-08,2025-06-08,,"School Teachers Weekend Vacation","School Teachers Weekend Vacation",https://www.imdb.com/title/tt0127802/,Movie,5.0,57,1972,"Adult",16,1972-07,"Emile A. Harvard, Ralph Remy Jr.",,
134,tt0123668,2025-06-20,2025-06-20,,"Cherry Blossom","Cherry Blossom",https://www.imdb.com/title/tt0123668/,Movie,5.2,64,1972,"Adult",33,1974-05-06,"Jonas Middleton",,
135,tt0147300,2025-06-21,2025-06-21,,"Run, Jackson, Run","Run, Jackson, Run",https://www.imdb.com/title/tt0147300/,Movie,4.9,56,1972,"Adult, Crime, Romance",10,1972-11,"Mark Hunter",,
136,tt0124363,2025-06-22,2025-06-22,,"Deep Sleep","Deep Sleep",https://www.imdb.com/title/tt0124363/,Movie,4.9,58,1972,"Adult",33,1974-02-25,"Alfred Sole",,
137,tt0135279,2025-06-23,2025-06-23,,"Cousin Betty","Cousin Betty",https://www.imdb.com/title/tt0135279/,Movie,4.8,55,1972,"Adult",41,1972-04-06,,,
138,tt0068533,2025-06-25,2025-06-25,,"The Elevator","The Elevator",https://www.imdb.com/title/tt0068533/,Movie,5.7,63,1972,"Adult",22,,"James R. Haskin",,
139,tt0125368,2025-06-25,2025-06-25,,"Like Mother... Like Daughter","Like Mother... Like Daughter",https://www.imdb.com/title/tt0125368/,Movie,4.3,75,1972,"Adult, Drama",56,1972-02-03,"Ernest Danna",,
140,tt0143380,2025-06-25,2025-06-25,,"Liberty","Liberty",https://www.imdb.com/title/tt0143380/,Movie,6.3,85,1972,"Adult, Drama, Romance",16,1972-03,"James Wilson",,
141,tt5975316,2025-06-25,2025-06-25,,"Carnal Go-Round","Carnal Go-Round",https://www.imdb.com/title/tt5975316/,Movie,3.6,63,1972,"Adult, Comedy",27,,,,
142,tt0262112,2025-06-25,2025-06-25,,"West Valley PTA","West Valley PTA",https://www.imdb.com/title/tt0262112/,Short,3.9,34,1972,"Short, Comedy, Romance",14,1972,,,
143,tt0277364,2025-07-01,2025-07-01,,"The Swinging Playboy","The Swinging Playboy",https://www.imdb.com/title/tt0277364/,Movie,4.4,53,1973,"Adult",28,1973,"Jimmy De Knight",,
144,tt5039050,2025-07-09,2025-07-09,,"Brother/Sister","Brother/Sister",https://www.imdb.com/title/tt5039050/,Movie,5.9,58,1973,"Adult, Drama",19,1973,"Mark Hunter",,
145,tt0069969,2025-07-11,2025-07-11,,"The Devil in Miss Jones","The Devil in Miss Jones",https://www.imdb.com/title/tt0069969/,Movie,6.2,67,1973,"Adult, Drama, Fantasy, Horror",1751,1973-08-24,"Gerard Damiano",,
146,tt0071701,2025-07-15,2025-07-15,,"Le journal érotique d'un bûcheron","Le journal érotique d'un bûcheron",https://www.imdb.com/title/tt0071701/,Movie,4.1,101,1973,"Adult, Comedy",114,1973-05-15,"Jean-Marie Pallardy",,
